0.444601769911504	20420	6687	5590	3349	4794
0.444601769911504	20420	6687	5590	3349	4794
0.40035118525022	4640	1336	1203	1295	806
0.430856381206265	5999	1304	1998	1373	1324
0.393375944218478	339	92	107	77	63
0.565656565656566	2526	743	896	560	327
0.354858836374981	191786	57630	57302	41631	35223
0.477042337507454	7394	2251	1799	2614	730
0.444862829478214	27709	8082	9646	5504	4477
0.518602029312289	2538	823	775	372	568
0.476150627615063	81	34	18	11	18
0.480849348205886	1157	355	293	269	240
0.505402750491159	2205	568	625	625	387
0.347248983087133	3154	725	589	1455	385
0.599264705882353	1047	223	434	199	191
0.408762638420799	442	169	129	60	84
0.410748279396691	3661	1241	1017	645	758
0.51128818061089	1552	619	531	228	174
0.332034454470878	4204	1420	1317	640	827
0.567708333333333	85	37	22	8	18
0.546661535501251	30	8	10	5	7
0.650120096076861	3642	748	920	681	1293
0.419758064516129	38893	9316	11137	12661	5779
0.458396788038211	87	44	17	13	13
0.597064220183486	713	125	387	143	58
0.512288930581614	115	58	32	17	8
0.605790645879733	880	322	281	92	185
0.563994743758213	19807	7581	5874	2833	3519
0.536828963795256	2067	550	644	409	464
0.543689320388349	39685	9890	10680	8076	11039
0.434651373377603	11690	4038	3705	2018	1929
0.415302173265853	2119	889	590	156	484
0.555555555555556	446	60	49	204	133
0.487073170731707	398	122	100	64	112
0.684931506849315	23	13	4	2	4
0.42336132347412	9066	3166	2840	906	2154
0.462230592174095	2474	710	762	350	652
0.457491780178488	9159	3152	2707	2226	1074
0.348563353744701	14831	5117	3126	4773	1815
0.404046791021182	1508	594	399	207	308
0.463963224429486	14905	4435	4379	2706	3385
0.426721199727335	252	30	113	44	65
0.507190265486726	4556	1751	1160	1320	325
0.545003543586109	8470	2262	2255	1762	2191
0.663343905754418	682	102	307	96	177
0.539975399753998	25089	5801	7603	5119	6566
0.585811993001431	8824	2602	2877	1462	1883
0.454507512520868	12272	3330	3520	2249	3173
0.448888888888889	1696	505	475	417	299
0.550683371298405	3650	1068	1531	294	757
0.46733888645331	4556	1454	1467	872	763
0.485137018114259	16817	5853	4986	1878	4100
0.599254426840634	201	89	47	52	13
0.420190995907231	1870	863	405	439	163
0.346201743462017	2060	834	680	192	354
0.628532046864232	1131	503	170	108	350
0.669945355191257	460	153	122	101	84
0.54885993485342	3100	690	1016	747	647
0.421800947867299	10878	3483	4537	802	2056
0.595597227884223	107	27	27	9	44
0.418102098340119	29873	6592	8804	8344	6133
0.456143896523848	7054	1944	2328	1200	1582
0.413305613305613	2423	767	680	577	399
0.590710382513661	313	246	30	9	28
0.5	1466	492	446	351	177
0.591537835638731	1503	438	446	236	383
0.584615384615385	13228	3369	4772	2567	2520
0.39820986478766	6087	2568	1644	848	1027
0.526610644257703	4163	1152	1137	1262	612
0.36204041073203	667	204	143	192	128
0.543321299638989	966	226	301	183	256
0.53921568627451	2071	361	850	582	278
0.525423728813559	69	48	10	1	10
0.468689018981728	882	444	138	66	234
0.511286843997124	1864	429	724	230	481
0.349066213921902	1913	640	705	251	317
0.413746017296313	23137	5648	9040	3340	5109
0.479159115621602	405	106	87	112	100
0.627062706270627	1979	474	686	439	380
0.55661231884058	1225	247	393	297	288
0.515895953757225	4616	1197	1655	1105	659
0.454810495626822	374	138	109	72	55
0.421298095608239	1836	593	428	433	382
0.531435349940688	5472	1725	1916	1288	543
0.633492103284031	419	135	125	44	115
0.586238254016369	322	131	41	126	24
0.410284463894967	142359	33402	44785	32181	31991
0.342676767676768	2287	648	711	441	487
0.559480894015862	258	84	58	88	28
0.363559322033898	8671	1943	3052	1910	1766
0.420210832424573	27238	2995	11911	7300	5032
0.415855517767093	6687	2285	2171	983	1248
0.58767054067711	5706	970	1946	1541	1249
0.369124683366169	17590	4408	4893	4439	3850
0.405250205086136	976	386	168	194	228
0.437305011616329	4973	1595	1485	955	938
0.389773275446213	6103	2283	1464	1437	919
0.567240031274433	4589	1548	1388	452	1201
0.554066985645933	1667	397	570	404	296
0.598704191131808	578	247	134	72	125
0.405282034561461	2204	661	795	461	287
0.353100950656406	18356	6711	5009	4088	2548
0.405131557444027	7462	2039	2166	2009	1248
0.604010025062657	34	13	7	9	5
0.416147635524798	98	13	22	37	26
0.472488462903798	6184	1330	1917	1494	1443
0.678300455235205	1710	306	519	379	506
0.634952766531714	50	29	9	1	11
0.608289550496205	351	122	109	45	75
0.774025974025974	505	150	184	64	107
0.596967782691093	2738	1040	859	334	505
0.585377508760752	50	10	8	17	15
0.554166666666667	578	138	433	7	0
0.452451342695245	2566	786	928	414	438
0.631184955267482	348	168	67	34	79
0.47301394784718	5784	2241	1543	1026	974
0.467707212055974	9	2	3	3	1
0.551764705882353	2188	648	620	414	506
0.657142857142857	297	79	102	60	56
0.615260068811981	10915	2529	3448	2072	2866
0.593390804597701	20	12	4	0	4
0.641399416909621	3721	2851	431	276	163
0.531607262945528	420	103	203	55	59
0.489130434782609	691	267	181	134	109
0.464540956569544	2443	1249	662	252	280
0.451725229503007	1158	311	268	483	96
0.377412252298925	973	115	223	313	322
0.391136801541426	2541	724	617	590	610
0.589495507947478	170	46	52	56	16
0.613499768839575	144	41	50	12	41
0.35137851809305	1221	429	292	330	170
0.519155104576517	4981	1294	1863	788	1036
0.551195915076592	177	78	36	32	31
0.443449959316517	744	186	212	126	220
0.337068965517241	66	26	9	25	6
0.673469387755102	40	8	12	11	9
0.401356252956947	5918	2174	2013	477	1254
0.47909284195606	1188	331	341	241	275
0.580235720761559	584	180	113	211	80
0.559218559218559	2567	707	870	472	518
0.394972305070303	8516	3188	2696	1135	1497
0.551568441064639	293	103	77	44	69
0.543680709534368	5143	1295	1572	1263	1013
0.467241379310345	158	93	55	6	4
0.410506448568732	883	171	238	290	184
0.429612092515025	16835	4179	4687	4671	3298
0.372042341220423	574	190	160	124	100
0.397302001740644	7205	2229	583	4042	351
0.571647007426824	2699	621	887	532	659
0.442070963070239	684	242	142	100	200
0.66857962697274	3325	973	930	695	727
0.384770549672214	8253	2547	2083	1654	1969
0.549540347293156	3	0	2	0	1
0.519628604007167	9	1	1	0	7
0.514	10975	2668	3233	2670	2404
0.586674195369848	167	18	89	39	21
0.520602409638554	809	361	202	160	86
0.621531631520533	98	54	19	13	12
0.573956317390102	3	1	0	2	0
0.447967842786958	1800	508	584	383	325
0.478552278820375	23	8	4	2	9
0.49709213345577	41	14	6	11	10
0.621832358674464	213	28	77	94	14
0.614425162689805	1452	761	261	211	219
0.483270372369131	5570	2151	1470	714	1235
0.564041221935959	161	34	47	38	42
0.647016534867002	2113	274	750	211	878
0.662058371735791	1117	255	403	240	219
0.655890410958904	883	278	293	120	192
0.602272727272727	1649	466	501	386	296
0.569709543568465	2140	736	550	530	324
0.420815611708782	352	65	77	153	57
0.514357401728464	4050	950	1428	933	739
0.44437904649794	127074	24242	49897	27890	25045
0.461716171617162	1622	609	510	263	240
0.424444444444444	17034	4050	4573	5155	3256
0.501218826176636	1405	389	521	228	267
0.472669936930624	105	26	37	21	21
0.431372549019608	269	107	70	60	32
0.578581363004173	10098	1341	3334	3156	2267
0.484326782523956	17	5	9	3	0
0.550753904146473	20554	3046	7943	2561	7004
0.564750134336378	652	303	152	97	100
0.417876734430461	61	24	15	6	16
0.419229272090308	9282	3362	2191	1998	1731
0.615282392026578	382	86	122	70	104
0.409391858754291	8553	2805	2460	2545	743
0.628151033214324	149	36	45	42	26
0.427611313357603	9981	2146	1693	5234	908
0.601851851851852	45	10	19	8	8
0.412345679012346	1490	429	410	327	324
0.666103127641589	2607	561	816	517	713
0.361904761904762	72973	24457	23152	10855	14509
0.41627504328469	5100	925	1693	1072	1410
0.587719298245614	1512	385	532	303	292
0.66158781074579	437	117	177	54	89
0.677063339731286	1121	299	365	218	239
0.657298985167838	8	1	4	2	1
0.613818181818182	2166	527	670	498	471
0.584770393334625	747	169	196	235	147
0.421310138624626	1787	720	504	244	319
0.402880658436214	29147	8163	9650	5860	5474
0.408791208791209	4797	1444	1167	982	1204
0.401828153564899	54361	18488	15029	11860	8984
0.454528194418075	9630	2886	2893	2083	1768
0.376382791922739	3730	1040	855	1211	624
0.46419791026429	143	27	68	46	2
0.52546045503792	44934	8573	14925	11017	10419
0.434273079049198	22460	5351	8317	4814	3978
0.431535269709544	783	319	189	176	99
0.463694043003172	1044	417	273	86	268
0.54044840697522	3273	967	1084	594	628
0.370842179759377	3345	1031	1076	682	556
0.602757715036113	41899	7005	14530	9406	10958
0.461751662971175	7488	2637	2625	1317	909
0.384185005594927	6539	2217	1573	1927	822
0.605207600281492	61	21	17	16	7
0.424253137705498	1028	244	352	272	160
0.521969080553295	1929	323	564	774	268
0.535321821036107	3152	805	986	783	578
0.572410407461954	22820	5135	7479	5788	4418
0.443928847641145	1695	687	494	250	264
0.499836547891468	5287	3758	729	453	347
0.501690507152146	4587	1004	1490	1323	770
0.599863044966903	3713	887	1245	617	964
0.511601260383844	590	148	174	158	110
0.635729613733906	108	26	25	17	40
0.56866794512465	10828	3155	3577	1253	2843
0.625701225846665	38702	13629	10134	4040	10899
0.630787037037037	581	237	143	47	154
0.576510721247563	1584	188	616	297	483
0.470512820512821	2655	890	839	567	359
0.594867094408799	200	81	48	39	32
0.553981436248168	27192	10902	7486	3607	5197
0.518465909090909	211	57	74	37	43
0.44474686989657	599	236	225	101	37
0.476295968099247	1130	413	387	164	166
0.505402160864346	2768	941	798	548	481
0.436415698164056	2699	995	720	360	624
0.419905917306264	1921	952	341	326	302
0.444017094017094	1155	209	391	67	488
0.466257668711656	10982	2723	3127	3067	2065
0.642182581322141	2851	586	959	726	580
0.533203125	3068	954	886	618	610
0.635169762972454	1215	765	160	53	237
0.696240601503759	3446	857	820	1246	523
0.549800796812749	1675	334	581	363	397
0.427309477466687	3366	1077	1023	616	650
0.653679653679654	2432	453	870	645	464
0.528884908195253	1848	502	593	303	450
0.407391491190374	2486	965	654	470	397
0.471698113207547	4	3	0	1	0
