ExonID	humanGC	chimpGC	rhesusGC
ENSG00000256574	0.532634971796938	0.521353746978243	0.525423728813559
ENSG00000127720	0.381869093454673	0.380568221676605	0.376614310645724
ENSG00000109819	0.390236187262758	0.389680278569167	0.391860465116279
ENSG00000161057	0.411657559198543	0.410746812386157	0.412192902638763
ENSG00000237787	0.388214904679376	0.386481802426343	0.405128205128205
ENSG00000228150	0.549019607843137	0.558823529411765	0.53921568627451
ENSG00000172244	0.390300230946882	0.390018484288355	0.391344811540251
ENSG00000189241	0.480300751879699	0.484064942874324	0.486518873576992
ENSG00000252559	0.352112676056338	0.352112676056338	0.352112676056338
ENSG00000214684	0.381153305203938	0.377997179125529	0.38268156424581
ENSG00000258933	0.501538461538461	0.502318392581144	0.491803278688525
ENSG00000224897	0.366828539409787	0.366728971962617	0.36411214953271
ENSG00000100796	0.442244224422442	0.442244224422442	0.432786885245902
ENSG00000135541	0.379546343371138	0.379714676568302	0.383682253962043
ENSG00000258588	0.463273392258458	0.465406888143859	0.454517704517705
ENSG00000252927	0.49618320610687	0.49618320610687	0.50381679389313
ENSG00000143376	0.509052183173589	0.509584664536741	0.509574468085106
ENSG00000214814	0.49338057057617	0.490302126072361	0.492915734526473
ENSG00000231983	0.502525252525252	0.51010101010101	0.529113924050633
ENSG00000165240	0.386284385896939	0.387100943518159	0.387723387723388
ENSG00000248440	0.249266862170088	0.247787610619469	0.271929824561404
ENSG00000180739	0.555472263868066	0.559220389805097	0.553973013493253
ENSG00000172172	0.36358414704193	0.363165467625899	0.366399082568807
ENSG00000172020	0.492298578199052	0.489892984542212	0.491735537190083
ENSG00000100218	0.495556717198118	0.495028780743066	0.501050420168067
ENSG00000163870	0.596234309623431	0.594665271966527	0.585609243697479
ENSG00000029639	0.399079930994825	0.398047099368179	0.407536231884058
ENSG00000225937	0.400905700586042	0.402283590015932	0.403907922912206
ENSG00000139218	0.382880574064582	0.384240871236387	0.384674624566808
ENSG00000132604	0.571551724137931	0.572413793103448	0.575
ENSG00000111218	0.535559986706547	0.534164588528678	0.53652854052255
ENSG00000254025	0.398015435501654	0.401323042998897	0.386990077177508
ENSG00000251183	0.451807228915663	0.44578313253012	0.449799196787149
ENSG00000228682	0.613418530351438	0.600638977635783	0.618589743589744
ENSG00000142185	0.605256172020175	0.605891719745223	0.6019728072514
ENSG00000254695	0.510683760683761	0.512820512820513	0.506410256410256
ENSG00000162676	0.533933258342707	0.536009002250563	0.526832955404384
ENSG00000131724	0.433137829912023	0.433890354734682	0.433929094638148
ENSG00000224647	0.557919621749409	0.562647754137116	0.561771561771562
ENSG00000257711	0.431013431013431	0.42979242979243	0.421760391198044
ENSG00000235293	0.416666666666667	0.41260162601626	0.405405405405405
ENSG00000101194	0.638593622240393	0.637775960752249	0.638593622240393
ENSG00000257009	0.513611615245009	0.517241379310345	0.507299270072993
ENSG00000149483	0.460977701543739	0.460351478782683	0.468763464024128
ENSG00000112812	0.523776546629732	0.524503005085529	0.525208140610546
ENSG00000005884	0.599919011945738	0.598704191131808	0.598744176625481
ENSG00000128595	0.417328192333863	0.420168067226891	0.414106939704209
ENSG00000136531	0.386511793291454	0.386465987200758	0.385727833096254
ENSG00000100211	0.500721500721501	0.506493506493506	0.515151515151515
ENSG00000183617	0.557575757575758	0.557575757575758	0.575757575757576
ENSG00000175220	0.558793715154587	0.558451417004049	0.553358681875792
ENSG00000229923	0.344827586206897	0.344569288389513	0.366141732283465
ENSG00000186479	0.552715654952077	0.553514376996805	0.553514376996805
ENSG00000156282	0.515068493150685	0.516438356164384	0.506155950752394
ENSG00000112981	0.344278606965174	0.345924453280318	0.346693386773547
ENSG00000168283	0.663461538461538	0.663461538461538	0.673076923076923
ENSG00000204165	0.490328820116054	0.494197292069632	0.49757986447241
ENSG00000034510	0.531914893617021	0.526690391459075	0.510714285714286
ENSG00000100652	0.427652733118971	0.425627817128139	0.4328165374677
ENSG00000258472	0.538656527249683	0.536121673003802	0.53639846743295
ENSG00000174684	0.579227053140097	0.577424023154848	0.574468085106383
ENSG00000162621	0.471341463414634	0.472816127061698	0.465243902439024
ENSG00000230283	0.398963730569948	0.406735751295337	0.396373056994819
ENSG00000203413	0.503213957759412	0.508723599632691	0.500915750915751
ENSG00000238327	0.490196078431373	0.480392156862745	0.470588235294118
ENSG00000258081	0.403061224489796	0.400408580183861	0.39917695473251
ENSG00000226524	0.399548532731377	0.399548532731377	0.402597402597403
ENSG00000251152	0.358003442340792	0.360683760683761	0.366782006920415
ENSG00000225303	0.412398921832884	0.417789757412399	0.415977961432507
ENSG00000201292	0.330097087378641	0.33	0.339805825242718
ENSG00000230873	0.410488245931284	0.408553230209281	0.411070780399274
ENSG00000213559	0.447453954496208	0.447453954496208	0.442640692640693
ENSG00000167536	0.575404530744337	0.576424870466321	0.570322580645161
ENSG00000145103	0.596510973550929	0.597862767154106	0.592800899887514
ENSG00000131652	0.623251748251748	0.623251748251748	0.623251748251748
ENSG00000236677	0.403141361256544	0.413612565445026	0.410526315789474
ENSG00000229766	0.485714285714286	0.49047619047619	0.486238532110092
ENSG00000107185	0.528510638297872	0.528309919114517	0.527098527098527
ENSG00000102805	0.399570354457572	0.400429031104755	0.407645587709896
ENSG00000090539	0.638148667601683	0.635308246597278	0.630016051364366
ENSG00000224995	0.402564102564103	0.402564102564103	0.433333333333333
ENSG00000256967	0.598297872340426	0.598802395209581	0.588793103448276
ENSG00000252267	0.486238532110092	0.477064220183486	0.477064220183486
ENSG00000119314	0.387342513917375	0.388042203985932	0.390451083772701
ENSG00000230830	0.367588932806324	0.367588932806324	0.37109375
ENSG00000159259	0.452879581151832	0.454188481675393	0.460526315789474
ENSG00000196652	0.473136193252811	0.474100270438943	0.475853455453788
ENSG00000100568	0.401725200246457	0.400451559934319	0.407905629139073
ENSG00000201231	0.414285714285714	0.414285714285714	0.435714285714286
ENSG00000008283	0.618351063829787	0.615282392026578	0.61010101010101
ENSG00000249913	0.325221238938053	0.323008849557522	0.317351598173516
ENSG00000231769	0.482084690553746	0.47557003257329	0.470588235294118
ENSG00000224966	0.545454545454545	0.525252525252525	0.494949494949495
ENSG00000108468	0.411290322580645	0.411290322580645	0.387096774193548
ENSG00000164114	0.392033542976939	0.393602225312935	0.392326304873833
ENSG00000169313	0.373383620689655	0.374322860238353	0.377216550241806
ENSG00000158109	0.517110266159696	0.515209125475285	0.511406844106464
ENSG00000088970	0.439983779399838	0.44264943457189	0.437070012140834
ENSG00000230575	0.393139841688654	0.393139841688654	0.395778364116095
ENSG00000136044	0.431009263773769	0.429338540395411	0.429161603888214
ENSG00000253634	0.448210922787194	0.450943396226415	0.431261770244821
ENSG00000163898	0.459521094640821	0.461538461538462	0.45150311968236
ENSG00000248165	0.371681415929204	0.367256637168142	0.381374722838137
ENSG00000102057	0.555225245826664	0.555504796710827	0.553313460215547
ENSG00000228135	0.461538461538462	0.450549450549451	0.440860215053763
ENSG00000130349	0.460076045627376	0.464761904761905	0.468926553672316
ENSG00000113163	0.416355555555556	0.417451572774125	0.415272338910644
ENSG00000234159	0.512820512820513	0.523659305993691	0.526645768025078
ENSG00000232977	0.46875	0.475	0.46875
ENSG00000224855	0.310880829015544	0.304909560723514	0.306493506493506
ENSG00000182333	0.392642642642643	0.392642642642643	0.402402402402402
ENSG00000179776	0.548599269183922	0.549488054607508	0.550654386815318
ENSG00000141968	0.552433517310587	0.553938785750125	0.551706827309237
ENSG00000155760	0.528311688311688	0.527655154505323	0.524007267064625
ENSG00000125266	0.453671759487432	0.454388560157791	0.456001971900419
ENSG00000211876	0.435483870967742	0.451612903225806	0.419354838709677
ENSG00000184220	0.414721723518851	0.414247231367854	0.412887828162291
ENSG00000132669	0.486820083682008	0.48941965221035	0.490459215768505
ENSG00000107404	0.673780487804878	0.673780487804878	0.667682926829268
ENSG00000206874	0.391891891891892	0.394736842105263	0.36986301369863
ENSG00000105829	0.357000993048659	0.355831265508685	0.349851337958375
ENSG00000258857	0.55793991416309	0.566523605150215	0.560344827586207
ENSG00000202027	0.435185185185185	0.425925925925926	0.429906542056075
ENSG00000257379	0.451149425287356	0.451149425287356	0.453757225433526
ENSG00000234273	0.409356725146199	0.409356725146199	0.385964912280702
ENSG00000165985	0.564431955038137	0.564554931836407	0.567014446227929
ENSG00000160111	0.602321319486866	0.602932193036042	0.594743276283619
ENSG00000169026	0.586283185840708	0.579646017699115	0.595555555555556
ENSG00000232811	0.400602409638554	0.400602409638554	0.400907715582451
ENSG00000196220	0.496289086263536	0.494895478852698	0.490727183992191
ENSG00000139211	0.449026056159879	0.449520444220091	0.450138853824792
ENSG00000131238	0.465905033916458	0.465332380271623	0.465733763903839
ENSG00000255175	0.389763779527559	0.389763779527559	0.436507936507937
ENSG00000178804	0.544554455445545	0.541254125412541	0.541254125412541
ENSG00000232044	0.442425145240578	0.439934582218257	0.441622103386809
ENSG00000088451	0.398648648648649	0.398984198645598	0.396258503401361
ENSG00000222080	0.591397849462366	0.580645161290323	0.580645161290323
ENSG00000240057	0.510403916768666	0.509179926560588	0.5
ENSG00000156049	0.554802955665025	0.554254007398274	0.546182266009852
ENSG00000208005	0.6	0.585714285714286	0.542857142857143
ENSG00000239001	0.39622641509434	0.39622641509434	0.39622641509434
ENSG00000099330	0.618081180811808	0.614391143911439	0.620276497695853
ENSG00000248279	0.430635838150289	0.434181818181818	0.431272727272727
ENSG00000234890	0.46551724137931	0.46551724137931	0.471264367816092
ENSG00000221855	0.501625135427952	0.498374864572048	0.501625135427952
ENSG00000155792	0.517498565691337	0.516073478760046	0.515481651376147
ENSG00000232959	0.289085545722714	0.289085545722714	0.292035398230089
ENSG00000101146	0.520885757423251	0.517676767676768	0.517223910840932
ENSG00000258551	0.526315789473684	0.530769230769231	0.496240601503759
ENSG00000252219	0.472222222222222	0.458333333333333	0.444444444444444
ENSG00000164330	0.426190876956741	0.425757575757576	0.424012158054711
ENSG00000160285	0.594099240053643	0.591417076441663	0.59821029082774
ENSG00000105053	0.570474777448071	0.571216617210683	0.575182481751825
ENSG00000226724	0.444444444444444	0.444444444444444	0.424242424242424
ENSG00000121671	0.579421221864952	0.579099678456592	0.57588424437299
ENSG00000154822	0.422232182877633	0.422008068130883	0.420969914683431
ENSG00000131686	0.529162248144221	0.533970276008493	0.541887592788971
