0.443893805309734	14429	4252	2365	4810	3002
0.443893805309734	14429	4252	2365	4810	3002
0.398595258999122	6270	1755	706	2041	1768
0.433533734134937	2544	711	286	931	616
0.395645863570392	734	248	63	280	143
0.566634082763115	1554	608	214	220	512
0.355905757528476	7706	3504	427	1402	2373
0.476530005941771	12838	4889	763	4490	2696
0.443866571018651	6305	2156	550	2199	1400
0.51830985915493	1722	372	264	547	539
0.476569037656904	2002	619	333	463	587
0.481576116191501	8335	2324	1470	2166	2375
0.505899705014749	4087	1704	417	1158	808
0.346877673224979	7363	1643	993	2274	2453
0.600622700254741	9328	1566	1640	2472	3650
0.408477842003854	1064	311	93	310	350
0.409869673451457	10924	2654	1225	4043	3002
0.509855453350854	1253	294	148	298	513
0.332240213158434	8125	1812	1154	2637	2522
0.560137457044674	223	57	38	58	70
0.543879907621247	13	3	3	4	3
0.6496	5086	1433	527	1558	1568
0.415359871330921	11959	3413	826	3715	4005
0.457296849087894	2596	1478	173	203	742
0.6	29692	2999	1099	15277	10317
0.512620812611429	2394	502	10	1074	808
0.606533036377134	1391	655	95	337	304
0.562945368171021	26043	11375	2579	5178	6911
0.53766125676238	3693	942	621	1164	966
0.545706371191136	23515	7376	1506	6361	8272
0.437178322736906	23061	7411	2859	6990	5801
0.415971394517282	3725	1323	600	1003	799
0.558714748035136	2310	376	241	158	1535
0.48583984375	6488	1944	846	1802	1896
0.684931506849315	117	58	12	19	28
0.423197492163009	6724	1398	1106	2230	1990
0.4632507349853	3085	828	802	715	740
0.457619159427096	11590	3143	1911	2917	3619
0.352747768905589	3797	1707	406	880	804
0.40347551342812	4097	1096	595	1235	1171
0.463418635170604	31177	8632	4452	8594	9499
0.431787175989086	347	47	52	144	104
0.503318584070796	375	34	50	75	216
0.544294826364281	14667	5129	2110	3454	3974
0.661224489795918	1077	300	127	332	318
0.538681948424069	25024	6435	3488	7087	8014
0.588141536499841	9955	3359	804	3252	2540
0.453655488439908	30653	8418	3067	10123	9045
